MSIQRHNLBDPJCEGOTXVK,2
MGSQLNIPYCRWOTBEDHJFKVX,2
SMGOQLNRCDWHPVKUAJYTIE,1
MSIQRHNLBDPVGKTXJFAEOCY,0
MGSQLNIPYCRWHDAVBFKEOTX,2
HNBFDCLPRXVJSMYGKQIOE,2
MSIQRHNLBDPJCVGOXEKT,1
MGIQLNEPRCOJHWBDVXK,2
SMGOQLNRCDWHPVKIJATXFYU,0
RMSPLHOXINFCKVWQBGYT,2
MSIQRHNLBDPCJVGKFAOTX,2
SMINLCHFEDAORPKYTQWVBG,2
MGSQLNIPYCRWXFKHEOVTB,2
MLGSRCNIJVQABHDTFWXU,2
MSIQRHNLBDPJCVGXATEFKOYWU,2
SMGOQLNRCDWHPVKJTUYXFA,2
MSIQRHNLBDPOVJXGETYWCF,2
MPIUFGBOQEJWVLSNHRKD,2
MSIQRHNLBDPVGXATOKCJEFW,2
MGSQLNIPYCRWHDAFKVOTXBE,2
MISGQRNKLOHDYBCFPTEWV,2
MSIQRHNLBDPVGKTFOJECX,2
MLGSRCNIJVQTUKDAFHBXW,2
SMGOQLNRCDWHPVKUATIEX,0
MSIQRHNLBDPTJVGOECFAKXU,0
MSIQRHNLBDPVGFOKECXATJ,2
MSIQRHNLBDPVGFOTJKACEXUWY,2
MGSQLNIPYCRWXFKTBVE,2
MIGSNKQLARJWHBTOUDCXFPEVY,2
MSIQRHNLBDPJCEGAKOTVXF,2
MPIUFGBOHRQEJNLDSCYKWV,2
MSIQRHNLBDPVGOFKTCJAX,2
MSIQRHNLBDPJCGVETOFXKWA,0
MQGSRCNKLOHWTBDPAJIFVU,1
MSIQRHNLBDPVGCJTFEOKAXW,2
MISGQRNKLOHDYBCWPTEFU,2
MSIQRHNLBDPVGCJOKEFTA,0
MNIQCHSAEDPYLRFKVGWOTBXU,2
MSIQRHNLBDPTJVGOAXECFKW,2
MQIGLNPHVRSCFKWEBYODAJUX,2
MSIQRHNLBDPXTVGJAOFKCEYUW,2
SMQRHKLBWDCIUVNPAGJO,2
MSIQRHNLBDPCJVGAFOTXKEU,0
MGSQLNIPYCRWXFKOTVEHD,2
MGSQLNIPYCRWHDAFKEBXUVOT,2
MSIQRHNLBDPXTEFVGKJOACW,2
MSIQRHNLBDPVGKTEXACJ,2
MISGQRNKLOHDYJCTEWPUV,2
MGSQLNIPYCRWEVOJXFKTB,2
MSIQRHNLBDPVGCJOKEFXA,0
MGSQLNIPYCRWEHFXKVUOB,2
MSIQRHNLBDPVGTCEFKOAX,2
MGSQLNIPYCRWEOVHXFKTB,2
MNGSDQRHVKLAFXIPOCBJ,2
MSIQRHNLBDPVGCJAOKFTX,2
MSIQRHNLBDPVGJKTFCA,0
MSIQRHNLBDPVGXAKTFOJECUWY,2
MSIQRHNLBDPVGCJTFEXK,2
MSIQRHNLBDPJCVGKEOXFT,2
MSGQRCXFLNDHVWKPIEJOATB,2
MSIQRHNLBDPXTCGKOVAJEFUYW,2
MLGSRCNIJVQHDXWABUFKPT,2
MIGSNKQLARJWHBCDUTEPFVX,2
MSGQRCXFLNDHJPKABIVWTO,2
SLOMWYQRCIGKNTHBUVAJDFX,2
MSIQRHNLBDPXTCGOKJFEA,0
MGSQLNIPYCRWXFKHETB,2
RMSPLHOXINFVWCKQGYAEDBT,2
MISGQRNKLOHDYPATEBCJFUWX,2
MGSQLNIPYCRWOTBHEJXFK,2
MLIUQEKSGHDCJABNFOWRXTYV,2
MSIQRHNLBDPVGAFEXJCKO,2
LMRPHDNXTBCSAVWIUJGKFQE,2
MGSQLNIPYCRWEFKOHDABX,2
MNIQCHSAEDPYLRVFGOTKWX,2
MSIQRHNLBDPVGFOCTKEXJ,0
MSIQRHNLBDPEVJGXKCAFT,2
MSIQRHNLBDPJCXGOTKAFEVYUW,2
MIGSNKQLARJWHBUCDTFPEVX,2
MSGQRCXFLNDHVWJTBPK,2
SMQRHKLBWDCNIFPGEOUVJ,2
MSIQRHNLBDPVGXATOEJCKFW,2
MSIQRHNLBDPCJVGETOFXKAU,0
MSIQRHNLBDPCJVGAFOTXEKUYW,2
MSIQRHNLBDPJCVGXATOKEFW,2
MLGSRCNIJVQHDKAWXUPT,2
MSIQRHNLBDPVGFOKECAJTXYWU,2
MLGSRCNIJVQTUKAHDXW,2
HNBFDCLPRXVJMWSGOKQA,1
MGSQLNIPYCRWHDABEFKVOJX,2
MSGINLTBRCDJHWQUVAXKF,2
MSIQRHNLBDPVGTCEFAOXJKUWY,2
MSIQRHNLBDPVGJKOEFXTCY,1
SMINLCHFEDAORPKXWQGJT,2
MSIQRHNLBDPJCEGFTKVAXOYW,2
SMINLCHFEDAORPKBXTWQVUY,0
SMINLCHFEDARYWPBOJVQ,2
MSIQRHNLBDPOVJXGETYWFK,2
MSIQGPRHLNVXFOCAEDKBT,2
RMSPLHOXINFCKWUEDVYTBG,2
SGQRWMCUKIHONLJTYXFDBEPA,2
MGSQLNIPYCRWHDAOBFKXUEJ,2
MGSQLNIPYCRWOTBFKVHDEJX,2
MRHSPLDQTNBCGIXJVWKAFU,2
SMQRHKLBWDCFPIOYGVNT,2
MSIQRHNLBDPTJVGCFOEAKXU,0
